FacNum	25	CustNum	25
1	121.46736	38.56685	29760021	115800	564.0
2	73.799017	42.66575	17990455	101800	573.0
3	97.750522	30.30588	16986510	72600	608.0
4	84.281399	30.457	12937926	72400	515.0
5	76.884503	40.27605	11881643	38400	446.0
6	89.644654	39.781433	11430602	59200	309.0
7	82.987381	39.988933	10847115	66000	584.0
8	84.553996	42.7091	9295297	48400	395.0
9	74.764224	40.2234	7730188	71300	399.0
10	78.658753	35.82195	6628637	96600	402.0
11	84.422592	33.7629	6478216	71200	593.0
12	77.474584	37.53105	6187358	66600	352.0
13	71.017892	42.336029	6016425	161400	506.0
14	86.146196	39.7764	5544159	60800	232.0
15	92.190459	38.571902	5117073	61500	490.0
16	89.387519	43.0798	4891769	75200	509.0
17	86.784829	36.17155	4877185	74400	365.0
18	122.893766	47.041917	4866692	77800	429.0
19	76.503033	38.97165	4781468	138500	237.0
20	93.103686	44.947744	4375099	70900	297.0
21	91.126043	30.448967	4219973	67900	286.0
22	86.284287	32.3544	4040587	62200	522.0
23	84.865203	38.19077	3685296	61500	611.0
24	112.071399	33.54255	3665228	77100	321.0
25	80.886341	34.039236	3486703	72600	601.0
