FacNum	20	CustNum	20
1	121.46736	38.56685	29760021	115800	305.0
2	73.799017	42.66575	17990455	101800	499.0
3	97.750522	30.30588	16986510	72600	493.0
4	84.281399	30.457	12937926	72400	246.0
5	76.884503	40.27605	11881643	38400	506.0
6	89.644654	39.781433	11430602	59200	364.0
7	82.987381	39.988933	10847115	66000	525.0
8	84.553996	42.7091	9295297	48400	208.0
9	74.764224	40.2234	7730188	71300	241.0
10	78.658753	35.82195	6628637	96600	343.0
11	84.422592	33.7629	6478216	71200	398.0
12	77.474584	37.53105	6187358	66600	441.0
13	71.017892	42.336029	6016425	161400	195.0
14	86.146196	39.7764	5544159	60800	389.0
15	92.190459	38.571902	5117073	61500	449.0
16	89.387519	43.0798	4891769	75200	388.0
17	86.784829	36.17155	4877185	74400	326.0
18	122.893766	47.041917	4866692	77800	249.0
19	76.503033	38.97165	4781468	138500	505.0
20	93.103686	44.947744	4375099	70900	328.0
