?SNDlib native format; type: network; version: 1.0
# network brain

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 7day
  time  = 2013.03.08-2013.03.15
  unit  = BITSPERSEC
  origin  = BRAIN Network Data, https://www.brain.de/, postprocessed by Felix Simon(simon@zib.de), maximum over average values of each minute of 7 days, coordinates are chosen arbitrarily
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  ADH ( 9.421921 48.559341 )
  ADH10 ( 8.23883 48.900838 )
  ADH11 ( 8.090515 48.705463 )
  ADH21 ( 8.068542 48.502048 )
  ADH22 ( 8.079529 48.327039 )
  ADH23 ( 8.167419 48.228332 )
  ADH24 ( 8.370666 48.118434 )
  ADH3 ( 8.579407 48.034019 )
  ADH5 ( 8.876037 47.956824 )
  ADH6 ( 9.2276 47.886881 )
  ADH63 ( 9.650574 47.905296 )
  ADH7 ( 9.930725 48.011975 )
  ADH8 ( 10.122986 48.253941 )
  ADH9 ( 10.1651 48.4711 )
  CVK ( 12.827797 52.536273 )
  CVK1 ( 12.051086 52.925463 )
  CVK10 ( 12.221832 53.009826 )
  CVK11 ( 12.490997 53.059374 )
  CVK12 ( 12.779388 53.112163 )
  CVK2 ( 13.067779 53.128646 )
  CVK20 ( 13.378143 53.108865 )
  CVK21 ( 13.584137 53.044516 )
  CVK22 ( 13.787384 52.956912 )
  CVK23 ( 13.924713 52.852547 )
  CVK24 ( 14.007111 52.731302 )
  CVK3 ( 14.042816 52.681378 )
  CVK4 ( 14.04007 52.611387 )
  CVK42 ( 13.985138 52.522906 )
  CVK5 ( 13.932953 52.445966 )
  CVK6 ( 13.845062 52.40577 )
  CVK7 ( 13.779144 52.311837 )
  CVK8 ( 13.633575 52.251346 )
  CVK9 ( 13.391876 52.172247 )
  HTW ( 11.664619 48.748493 )
  HTW1 ( 12.048798 48.967597 )
  HTW10 ( 12.221832 48.888198 )
  HTW11 ( 12.411346 48.796009 )
  HTW13 ( 12.419586 48.672826 )
  HTW21 ( 12.323456 48.552978 )
  HTW22 ( 12.375641 48.367198 )
  HTW23 ( 12.002106 48.429201 )
  HTW24 ( 11.980133 48.253941 )
  HTW5 ( 11.807098 48.383618 )
  HTW63 ( 11.584625 48.140432 )
  HTW64 ( 11.488495 48.361724 )
  HTW7 ( 11.3237 48.432845 )
  HTW9 ( 11.186371 48.554796 )
  HU ( 13.906231 51.285541 )
  HU1 ( 13.754425 51.566827 )
  HU10 ( 13.845062 51.594135 )
  HU17 ( 13.91922 51.592429 )
  HU19 ( 14.062042 51.602666 )
  HU2 ( 14.191132 51.573656 )
  HU20 ( 14.300995 51.553167 )
  HU21 ( 14.419098 51.548043 )
  HU22 ( 14.435577 51.465986 )
  HU23 ( 14.46579 51.380353 )
  HU24 ( 14.490738 51.342623 )
  HU3 ( 14.443817 51.275662 )
  HU4 ( 14.405365 51.218927 )
  HU43 ( 14.300995 51.182786 )
  HU5 ( 14.152679 51.103522 )
  HU6 ( 14.037323 51.05866 )
  HU7 ( 13.91098 51.036213 )
  HU8 ( 13.803863 51.031031 )
  HU9 ( 14.118576 51.214626 )
  SPK ( 9.334716 50.555325 )
  SPK1 ( 10.131683 50.651202 )
  SPK10 ( 10.098724 50.765997 )
  SPK11 ( 10.043793 50.870111 )
  SPK2 ( 9.931183 50.949776 )
  SPK20 ( 9.843292 51.024121 )
  SPK21 ( 9.670258 51.108696 )
  SPK22 ( 9.477997 51.18623 )
  SPK23 ( 9.313202 51.244725 )
  SPK24 ( 9.137421 51.251601 )
  SPK3 ( 9.011078 51.239566 )
  SPK4 ( 8.857269 51.217207 )
  SPK44 ( 8.7117 51.129384 )
  SPK5 ( 8.634796 51.084547 )
  SPK6 ( 8.515549 51.011163 )
  SPK64 ( 8.442764 50.944584 )
  SPK7 ( 8.402939 50.85971 )
  SPK8 ( 8.372726 50.750359 )
  SPK9 ( 9.774628 51.093173 )
  TU ( 10.678711 53.291489 )
  TU1 ( 9.999847 53.075878 )
  TU10 ( 9.966888 53.206033 )
  TU11 ( 9.980621 53.271783 )
  TU12 ( 9.999847 53.357109 )
  TU18 ( 10.082245 53.442264 )
  TU19 ( 10.148163 53.491314 )
  TU2 ( 10.260773 53.554994 )
  TU21 ( 10.376129 53.589244 )
  TU22 ( 10.529938 53.605544 )
  TU23 ( 10.697479 53.594135 )
  TU24 ( 10.878754 53.581092 )
  TU3 ( 11.007843 53.540307 )
  TU4 ( 11.164398 53.488046 )
  TU5 ( 11.290741 53.399707 )
  TU6 ( 11.381378 53.265213 )
  TU63 ( 11.389618 53.22248 )
  TU7 ( 11.400604 53.135238 )
  TU8 ( 11.389618 53.026348 )
  UP ( 8.411379 52.348973 )
  UP1 ( 7.793884 52.133488 )
  UP10 ( 7.486267 52.291683 )
  UP20 ( 7.326965 52.526248 )
  UP21 ( 7.398376 52.722986 )
  UP22 ( 7.50824 52.908902 )
  UP23 ( 7.733459 53.021392 )
  UP24 ( 8.178406 53.018088 )
  UP3 ( 8.458557 52.961875 )
  UP5 ( 8.826599 52.829321 )
  UP7 ( 9.073791 52.66972 )
  WIAS ( 11.360021 50.569174 )
  WIAS1 ( 11.963654 50.835432 )
  WIAS10 ( 11.86203 50.937662 )
  WIAS11 ( 11.694488 51.029304 )
  WIAS13 ( 11.554413 51.100073 )
  WIAS2 ( 11.370392 51.141448 )
  WIAS4 ( 11.169891 51.163844 )
  WIAS5 ( 10.936432 51.139725 )
  WIAS6 ( 10.812836 51.034486 )
  WIAS7 ( 10.749664 50.942854 )
  WIAS8 ( 10.659027 50.830228 )
  WIAS9 ( 10.653534 50.726024 )
  ZIB ( 7.228804 50.77783 )
  ZIB100 ( 7.556762 51.570241 )
  ZIB101 ( 7.282104 51.658927 )
  ZIB102 ( 7.095337 51.69299 )
  ZIB104 ( 6.820678 51.652111 )
  ZIB124 ( 6.655884 51.645294 )
  ZIB143 ( 6.513061 51.597548 )
  ZIB144 ( 6.33728 51.57707 )
  ZIB21 ( 6.150512 51.467697 )
  ZIB22 ( 6.062622 51.412912 )
  ZIB23 ( 5.974731 51.330612 )
  ZIB24 ( 5.963745 51.241286 )
  ZIB61 ( 5.930786 51.165567 )
  ZIB62 ( 5.90744 51.125937 )
  ZIB63 ( 5.877228 51.036213 )
  ZIB64 ( 5.843811 50.961887 )
  ZIB65 ( 5.827789 50.927276 )
  ZIB66 ( 5.794372 50.861444 )
  ZIB67 ( 5.80307 50.743408 )
  ZIB68 ( 5.806274 50.659908 )
  ZIB69 ( 5.885467 50.583237 )
  ZIB70 ( 5.940399 50.523905 )
  ZIB77 ( 6.01181 50.459253 )
  ZIB79 ( 6.061249 50.408518 )
  ZIB81 ( 6.118927 50.357728 )
  ZIB82 ( 6.198578 50.322669 )
  ZIB83 ( 6.319427 50.287584 )
  ZIB85 ( 6.481476 50.270032 )
  ZIB87 ( 6.613312 50.273543 )
  ZIB95 ( 6.76712 50.277054 )
  ZIB96 ( 6.890716 50.291094 )
  ZIB97 ( 7.082977 50.319162 )
  ZIB98 ( 7.261505 50.343708 )
  ZIB99 ( 7.440491 50.436516 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
  HU_HU5 ( HU HU5 ) 0.00 0.00 0.00 0.00 ( 1000000000.00 136.42 10000000000.00 1044.17 )
  HU_HU6 ( HU HU6 ) 0.00 0.00 0.00 0.00 ( 1000000000.00 136.42 10000000000.00 1044.17 )
  HU_HU3 ( HU HU3 ) 0.00 0.00 0.00 0.00 ( 1000000000.00 136.42 10000000000.00 1044.17 )
  HU_HU4 ( HU HU4 ) 0.00 0.00 0.00 0.00 ( 1000000000.00 136.42 10000000000.00 1044.17 )
  HU_HU1 ( HU HU1 ) 0.00 0.00 0.00 0.00 ( 1000000000.00 136.42 10000000000.00 1044.17 )
  HU_HU2 ( HU HU2 ) 0.00 0.00 0.00 0.00 ( 1000000000.00 136.42 10000000000.00 1044.17 )
  CVK2_CVK ( CVK2 CVK ) 0.00 0.00 0.00 0.00 ( 1000000000.00 136.42 10000000000.00 1044.17 )
  ZIB66_ZIB ( ZIB66 ZIB ) 0.00 0.00 0.00 0.00 ( 1000000000.00 136.42 10000000000.00 1044.17 )
  HU_HU9 ( HU HU9 ) 0.00 0.00 0.00 0.00 ( 1000000000.00 136.42 10000000000.00 1044.17 )
  HU_HU7 ( HU HU7 ) 0.00 0.00 0.00 0.00 ( 1000000000.00 136.42 10000000000.00 1044.17 )
  HU_HTW ( HU HTW ) 0.00 0.00 0.00 0.00 ( 1000000000.00 136.42 10000000000.00 1044.17 )
  HU_HU8 ( HU HU8 ) 0.00 0.00 0.00 0.00 ( 1000000000.00 136.42 10000000000.00 1044.17 )
  SPK_SPK21 ( SPK SPK21 ) 0.00 0.00 0.00 0.00 ( 1000000000.00 136.42 10000000000.00 1044.17 )
  ZIB87_ZIB ( ZIB87 ZIB ) 0.00 0.00 0.00 0.00 ( 1000000000.00 136.42 10000000000.00 1044.17 )
  SPK_SPK22 ( SPK SPK22 ) 0.00 0.00 0.00 0.00 ( 1000000000.00 136.42 10000000000.00 1044.17 )
  CVK_HU ( CVK HU ) 0.00 0.00 0.00 0.00 ( 1000000000.00 136.42 10000000000.00 1044.17 )
  SPK_SPK23 ( SPK SPK23 ) 0.00 0.00 0.00 0.00 ( 1000000000.00 136.42 10000000000.00 1044.17 )
  SPK_SPK24 ( SPK SPK24 ) 0.00 0.00 0.00 0.00 ( 1000000000.00 136.42 10000000000.00 1044.17 )
  WIAS10_WIAS ( WIAS10 WIAS ) 0.00 0.00 0.00 0.00 ( 1000000000.00 136.42 10000000000.00 1044.17 )
  TU_HU ( TU HU ) 0.00 0.00 0.00 0.00 ( 1000000000.00 136.42 10000000000.00 1044.17 )
  SPK_SPK20 ( SPK SPK20 ) 0.00 0.00 0.00 0.00 ( 1000000000.00 136.42 10000000000.00 1044.17 )
  ZIB_ZIB143 ( ZIB ZIB143 ) 0.00 0.00 0.00 0.00 ( 1000000000.00 136.42 10000000000.00 1044.17 )
  ZIB_ZIB144 ( ZIB ZIB144 ) 0.00 0.00 0.00 0.00 ( 1000000000.00 136.42 10000000000.00 1044.17 )
  ADH11_ADH ( ADH11 ADH ) 0.00 0.00 0.00 0.00 ( 1000000000.00 136.42 10000000000.00 1044.17 )
